OperatingSystems_1,OperatingSystems_2,OperatingSystems_3,OperatingSystems_4,OperatingSystems_5,OperatingSystems_6,OperatingSystems_7,OperatingSystems_8,Browser_1,Browser_10,Browser_11,Browser_12,Browser_13,Browser_2,Browser_3,Browser_4,Browser_5,Browser_6,Browser_7,Browser_8,Browser_9,Region_1,Region_2,Region_3,Region_4,Region_5,Region_6,Region_7,Region_8,Region_9,TrafficType_1,TrafficType_10,TrafficType_11,TrafficType_12,TrafficType_13,TrafficType_14,TrafficType_15,TrafficType_16,TrafficType_17,TrafficType_18,TrafficType_19,TrafficType_2,TrafficType_20,TrafficType_3,TrafficType_4,TrafficType_5,TrafficType_6,TrafficType_7,TrafficType_8,TrafficType_9,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,Weekend_False,Weekend_True,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Revenue
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5143319574004374,0.9641416183381928,-0.39758668296045685,-0.25339385607982245,-0.4648839778270141,-0.42361971800735004,-0.4545845126576363,-0.5905313510030042,-0.3157467010528305,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4.163802689704506,1.3363253135379203,4.27005460733277,0.8425663019629672,3.1587108082987574,2.7370080653834914,-0.4012223416970209,-0.6648095402907565,-0.3157467010528305,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.4872518468771732,-0.5107979800596193,-0.4545845126576363,-0.6802395920148991,-0.3157467010528305,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-0.09391316465024084,-0.2927534624464143,-0.39758668296045685,-0.25339385607982245,-0.4872518468771732,-0.5844392448988033,-0.10323947408592762,-0.3662607275413424,-0.3157467010528305,-0.3046441332202173,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2.034944762527133,3.7585907382871513,-0.39758668296045685,-0.25339385607982245,-0.28594102542574146,0.2462940430193565,-0.4545845126576363,-0.41510187725992087,1.1699736034599146,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.21020939637509825,0.15858613474442185,-0.39758668296045685,-0.25339385607982245,0.854820296132372,0.4342197953858648,-0.4545845126576363,-0.8023424767773075,-0.3157467010528305,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3.8596801286791673,1.2759849052363592,-0.39758668296045685,-0.25339385607982245,0.027209141276485743,-0.2377711857534323,-0.2939696330635519,-0.4543077063813078,-0.3157467010528305,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.44251610877685504,-0.5963518024463184,3.2750781315165334,3.135811215915429,-0.3157467010528305,3.770927015819807,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,0.31799143892855386,0.5485352246984592,0.2786572987213071,0.25562977848830554,-0.3157467010528305,4.789819803079813,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1.4266996404764545,0.18858022189950904,0.3803535320884144,-0.12492242191747281,-0.15173381112478693,-0.17638902559041844,-0.4545845126576363,-0.6311400167589346,2.570221219344352,-0.3046441332202173,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.09391316465024084,-0.3487424251359104,-0.39758668296045685,-0.25339385607982245,0.2956235698783948,-0.3353933055917036,-0.36089251361488833,-0.7848992135060848,-0.3157467010528305,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.1225770794511154,2.8123487030373764,0.3803535320884144,-0.25339385607982245,0.027209141276485743,0.40427208975967643,-0.3305803826370745,-0.4583056620584225,-0.3157467010528305,-0.3046441332202173,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.6438269302282869,-0.5968932823348417,-0.4545845126576363,0.5059027918625121,-0.3157467010528305,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.3754125016263778,-0.39099013992492926,-0.4545845126576363,-0.5675292384597471,-0.3157467010528305,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.21020939637509825,0.17001245366064555,-0.39758668296045685,-0.25339385607982245,-0.15173381112478693,-0.40021575394875986,-0.4545845126576363,-0.7400450930001372,-0.3157467010528305,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.5990911921279686,-0.17150668191084958,-0.4545845126576363,-0.8895588349972703,6.37151352496694,-0.3046441332202173,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.702158286700919,-0.46414824618976985,0.3803535320884144,-0.0032451500906033937,0.8995560342326901,0.14109416988562704,-0.4545845126576363,-0.5786976759883145,-0.3157467010528305,-0.3046441332202173,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.4266996404764545,0.8484501393114278,-0.39758668296045685,-0.25339385607982245,0.027209141276485743,-0.2380983943069046,-0.4545845126576363,-0.6569819006759606,2.4393148464315204,-0.3046441332202173,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.4266996404764545,0.6238515581144056,-0.39758668296045685,-0.25339385607982245,0.631141605630781,0.41555507188968455,-0.37427707286059403,-0.5658382529553141,-0.17618669748030358,-0.3046441332202173,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-0.09391316465024084,0.05105631209454977,1.1582937471372856,0.4025516396252409,-0.28594102542574146,0.007564882287145196,0.02452235428911153,-0.22648803329103145,0.5090216930093703,-0.3046441332202173,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,0.3803535320884144,-0.25339385607982245,-0.4648839778270141,-0.5494235454229067,0.5994505819767878,0.8547681828785144,-0.3157467010528305,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.3977803706765369,-0.5052478112022544,-0.4545845126576363,-0.4410176090058711,-0.3157467010528305,-0.3046441332202173,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.5543554540276504,-0.5078875256588059,-0.25381591316503077,-0.324729131379254,-0.3157467010528305,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.6661947992784459,-0.6128669390462824,-0.4545845126576363,-0.19182803203334123,-0.3157467010528305,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,-0.39803572567557993,-0.43558244889921055,-0.39758668296045685,-0.25339385607982245,-0.24120528732542326,-0.5099225875551238,-0.4545845126576363,-0.6992686160071078,-0.3157467010528305,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,1.5929599747876217,0.3978014050918216,0.1757698131901609,0.04194392677807915,-0.3157467010528305,3.770927015819807,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-0.39803572567557993,-0.4393912218731895,-0.39758668296045685,-0.25339385607982245,-0.6438269302282869,-0.6421970996764388,-0.31404649301281246,0.6687066312350819,-0.3157467010528305,-0.3046441332202173,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0.21020939637509825,-0.05889480198007981,1.9362339621861568,3.8972217099635165,-0.3530446325762187,-0.21090836848378586,-0.4545845126576363,-0.3019960568590023,0.17097757999992802,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.174101680174946,-0.19944704415865763,-0.4545845126576363,-0.4648531261150625,0.8488815887505604,-0.3046441332202173,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,0.5193022603799856,-0.01879676177391987,-0.1761601516169642,-0.4972498211941571,-0.3157467010528305,-0.3046441332202173,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.702158286700919,-0.46414824618976985,-0.39758668296045685,-0.25339385607982245,-0.3306767635260596,-0.3035429428433107,-0.4545845126576363,-0.6433008996142543,3.0550781457177822,-0.3046441332202173,1
